content,rating,author,time,votes,ip_location,movie
1、孙大勇这样的男人是很多的，尤其在北方的80年代以前出生的，已经是这样的基本不会变了。李红这样的女人也是很多的，但有“出走的决心”的只是很小的一部分，大部分人选择将就。2、两代人的姿态与观念的转变，抓得还是比较准的，大男子主义在这个时代正在消退，甚至“无欲则刚”正在成为很多年轻男子的选择。3、这当然是一部打拳片，作为男性，作为女儿的父亲，我认为打拳在当今的社会环境中，仍然是有积极意义的。4、尹丽川以酷女孩的身份闯入文坛，转入影坛，之前的导演作品，都只是在文艺小众中有限传播，这次她似乎踩中了大众中的分众的脉搏，估计她之后还会试图复制自己的“成功”，或者，在利诱之下继续导演类似的作品。她对文艺的执着在于手持拍摄和让付菡来唱主题曲。5、咏梅太适合这个角色了，“平凡的”大女主！姜武有点用力过猛。,4,Clyde,2024-09-24 13:15:25,4,广东,出走的决心
电影里妈妈对女儿说的一些话我妈也对我说过，一模一样。我们女的真好，温柔强大。,4,冬日小枣,2024-09-25 13:56:31,3,安徽,出走的决心
匆忙结婚是为了自己能做主，结果只是另一个火坑。生动演绎一女多吃，被父亲吃，被弟弟吃，被老公吃，再被儿女吃。女儿算有点良心，但是随随便便生孩子的结果就是重复母亲的悲剧人生。,5,氯雷她定,2024-12-17 22:21:00,13,山东,出走的决心
太拉胯了 看了俩小时……我不如看两分钟原型阿姨的抖音呢？ 本来想打两星，想起来就是被高分评价骗去看了，更生气了，一星！,1,十三,2024-09-21 22:41:42,48,北京,出走的决心
"刚跟老婆看完，今晚就带我妈去看！！！

啊不对，我妈正在旅游。。。",5,彩虹菠萝油,2024-09-21 15:59:24,13,日本,出走的决心
在最不该出走的时节选择出走，是隐忍了大半辈子的爆发。中国女性在时代的问题下从出生就被困住，父母，丈夫，孩子，甚至孙辈，身边的每一个人都是其锁链。其实这不仅是家庭，职场，更是社会性的禁锢，甚至到现在还在成为一种轮回。所以纵使自然条件再恶劣，也不及精神控制的可怕，能做一次自己，不管做到什么地步，就是一场解放。最后回望年少时的自己，已经没有必要去想考上大学的人生会有何不同，因为什么时候“出走”都不算晚！,4,要丸,2024-09-21 23:39:04,7,浙江,出走的决心
头一部中国片名玩别人的梗，分还比别人高的片,无评分,渚骸燃,2024-09-18 20:26:32,5,北京,出走的决心
从中段就开始间断性的掉眼泪，为李红，为千千万万的女性，为更多连进影院看李红故事都没有机会的女性,5,圆咕噜SK,2024-09-15 10:37:15,14,北京,出走的决心
父权制下的婚姻制度只会将包装成家务的无偿劳动从一个女人转移到另一个女人身上；相比电影所呈现的可能还是更喜欢苏敏阿姨亲自讲述记录的内容形式 但是电影本身对女性困境体现的尝试以及复杂母女关系的表现还是值得鼓励的,4,HildEs,2024-11-21 20:44:53,4,吉林,出走的决心
"“万家灯火，以女为薪”拍得真的极好。
首先我作为一名男性、在我面对这些议题时感到十分的汗颜。
《出走的决心》可能是我看过的最真诚、最优秀的内地女性主义电影。
我只能说最优秀的编剧都是从最真实的生活里脱胎而生的，我发自内心地觉得《出走的决心》无论在剧作水平、现实关注乃至于视听语言都是我的年度电影。
由来已久的中国两性议题和现实素材在这部片子里实现了最大的程度的呈现和讨论。
观影途中我一直在思考李红出走结局的出口在哪，片子给我了一个能让我认可的答案。",5,Wanderer,2024-09-18 22:41:38,8,北京,出走的决心
难得的好电影，各个指标上都能得到充分满足。非常好看。。编剧好，主演好，音乐好，剪辑节奏好。。❤️❤️,5,某人韩东,2024-09-16 23:04:10,14,江苏,出走的决心
所有中国女人，中国妈妈都应该看一下。,5,阿基米得偿所愿,2024-09-17 16:11:10,28,广东,出走的决心
"搞性别对立和电影分类，厉害啊👍
给《出走的决心》打一星被豆瓣大人给删了，第一次被删评论。好完美主义的宣发队伍啊，哈哈哈哈。然后被一位名叫范范安徽的高素质影迷大小姐骂我sb，回复不了，我被拉黑了。
咋的，恼羞成怒了？比隔壁陆导还凶。别骂完就跑啊，来聊两句。
那我再评一遍，辛苦再删我一次，受累。",1,到底兑不兑,2024-10-09 10:59:08,33,河南,出走的决心
远超《好东西》，远比其意义深刻、贴近中国大部分地区现实、价值观正常。可能上海是真的完全西化了，在云端飘着,4,独孤绝山,2024-12-07 00:32:20,10,广东,出走的决心
女婿是个很有意思的存在，具有迷惑性。是现代女性需要防范的一种。看似“理解女性”，其实不过是另一种绑架。在一场又一场的餐桌戏里，女婿逐渐站到了岳父这边，也就是站在了“既得利益者”那边。尊重女性理解女性不是光凭着一张嘴，而是看实际生活里能否做到更多。不如学学李承铉，让戚薇勇敢飞，自己在家带孩子。,5,王秋璎,2024-09-24 03:58:14,9,北京,出走的决心
不是激进，反而过于保守，充满了对父权的妥协和怯让，导演的功力显然不足以支撑这样的改编。真正女性主义的反抗早应在女主持刀的那一刻刺向了丈夫而非自己的胸膛，更遑论女主这般独立的女性居然需要依赖丈夫寻求工作（这无关时代背景）。所有男性都被塑造得过于单薄，从而一切都变成了家庭问题而非性别问题，似乎女性只需要离开家庭、离开无理的家人、换一种生活就能摆脱父权的束缚。殊不知父权的恐怖恰恰在于它的狡猾与伪装，它往往以最大的利益诱惑女性心甘情愿地成为客体。父权作为一种结构问题不会因为男性对妻子的体贴与支持而消失——马婕会因为最终与丈夫去跳了国标而逃脱父权的压迫吗？（这个角色本是一个尖锐的突破口，但导演最终的处理暴露了电影的妥协）——也正因如此，Thelma和Louise必然要驾驶着雷鸟汽车冲下悬崖。,2,rouge,2024-09-24 23:42:12,12,安徽,出走的决心
电影和短视频相比无疑是失败了，如果不是有原型人物根本不会有人相信这个故事成立。电影无法larger than life，她的生活是这样广阔。,4,咯咯精,2024-10-15 07:24:12,3,江苏,出走的决心
与其说是恐怖片，不如说我国大部分女性的传记片，不仅女主，每个人物都有自己的故事和倾向。尤其是张本煜这个角色，特别新时代男性，虽然表面总是为媳妇考虑，但是偶尔也会显露出一些不妥的话语，激发了矛盾，还是蛮有意思的。,5,孟孟～,2024-11-25 15:46:47,4,河北,出走的决心
低于三星的全是男性用户，怎么不算一种成功呢,5,张大嘴,2024-09-16 23:29:47,40,北京,出走的决心
开场五分钟就开始窒息了，这就是我父母的关系。到后面我是那个跟恶心父亲一起剥削妈妈的女儿，也是这么剥削我婆婆的儿媳。好在明白的不算太晚，终于在三十出头的时候明白了每个女性的困境。,5,TnegaAionarap,2024-09-19 16:40:55,29,北京,出走的决心
比预期的好，克制的描述，引而不发的隐忍。想要表达的完整地传达到了，留下一种希望的余韵。作为电影能看到不少不足，但是能看到散场后，三三两两的五六十岁阿姨们，若有所思地走出来，也是这样电影出现的意义。用电影票为所推崇的勇气和所期盼的世界投上一票。,4,Rea🚀,2024-09-28 17:06:05,6,上海,出走的决心
7-7.5,3,Xieirse,2024-09-23 20:54:06,2,上海,出走的决心
w/妈妈 本来想支持一下，结果看完之后我妈问我“你为啥要来看这个电影啊？”（疑惑脸）生活中永远认同、赞美这样的女性，电影的角度也永远怀疑这样的拍法，从节奏到台词写作……既然阿姨本来就不排斥出镜，为什么不拍纪录片？,无评分,铜tt,2024-09-17 01:35:33,5,湖北,出走的决心
咏梅演的好，电影整体不错，唯独音乐不太行，尤其最后整一个后海大鲨鱼的《心要野》，和整个电影基调割裂了，高低得扣一星。,4,RD,2024-11-21 19:32:59,1,广东,出走的决心
【出走的决心】拍的挺真实的，家里的每个成员也都塑造的很饱满。女儿支持母亲，但是到了关键时刻还是离不了母亲；女婿对老婆言听计从，但还是免不了刻在骨子里的刻板印象，最后还是得靠自己。双线叙事的叙事结构也不错，如果按时间线来讲故事未免血压太高。我家情况其实也类似，就是没这么夸张，仅仅将亲情建立在血缘之上太可悲了。,5,决意,2024-11-20 18:05:14,1,湖北,出走的决心
本来看到姜武演的“爹”过于典了，担心又要把女性遭受的剥削局限到个体男性的傲慢以及落后的时代和地区时，女儿和女婿作为对照组把影片推进到了第二番——即使你的老公是看起来温柔耐心甚至看起来有点“怕老婆”的新时代男性，仍然会因本质的自我本位，和因女性生育成本带来的社会结构性不公平对女性形成剥削。而彻底完全触动到我的是第三番——女儿作为新时代的女性主义者，女儿和妈妈作为最理解也最心疼彼此的人，仍然会因为隐身的“爹”陷入爱自己就会剥削到对方的困境，女儿无形中也成为了剥削妈妈的人。,5,瑶丽蓉,2024-09-20 23:04:37,6,上海,出走的决心
“走後怎樣”的娜拉式提問，在本片敘述中被指認為一種自以为清醒，卻只會令被壓迫者裹足不前的的陈腐修辭：出走便是出走，當現狀已經不理想到一定程度、令人感到困頓並時常引發抱怨時，出走便總比留下要更好。也是在這種情境下，影片明示“走後怎樣”的問題完全可以暫時懸置，所謂車到山前必有路，魯迅也說過，“世界上本沒有路，走的人多了，也便成了路”。敢於並且能夠邁出“出走”這一步，就已表明當事人對於自己的人生尚存基本的信念、勇氣、積極性和決策的能力。同時，影片將“遠方”明確指認為現實困境的解法，走向遠方的態度和行為，是令人解套的生活的藝術——哪怕遠方的實際情況和通往遠方的道路仍然充滿未知和挑戰。在這一意義上，“出走的決心”不僅適用於家庭性別結構中的被壓迫者，也能鼓舞被閉塞和束縛於其它一切權力結構中的受壓迫個體。,5,Bork,2024-10-09 07:32:40,5,广东,出走的决心
女人找到自我的过程从逃离开始，逃离女孩学这个不行学那个不行的灵魂钢印；逃离女人干得好不如嫁得好的陷阱；逃离好女儿、好妻子、好妈妈的束缚。。。学会问凭什么、学会抗争、学会把自己的需求放在首位。三十岁之后，我终于摆脱了女人必须结婚必须有小孩的规训，争取到了更好的行业更好的工作，靠自己买了房子车子，走出来之后，才发现天地广阔，而我从此为自己而活。,5,沈意意要多读书,2024-09-19 12:33:13,27,江苏,出走的决心
因为这两年陆陆续续的一直关注着苏敏阿姨，所以对于电影中的叙事不陌生，似是过往碎片的一次整合。观影过程中旁边的两姐妹一路在骂，本来还秉着观影规范，架不住左边的好友也一路狂飙，便一起跟着骂起来。有几处都太窒息，可见苏敏阿姨几十年来却真实的体会着被动的碾磨捣碎，再一朝一夕的重建粘合。电影节奏来讲，头重脚轻，结束的有些沧然。这不是一个女人的故事，这是一大群看不见的女性此时此刻仍在经历的。祝福苏敏阿姨！祝福全天下想要心灵自由的女性！,4,饥饿艺术家,2024-09-15 00:00:37,12,上海,出走的决心
看得出来努力想做出点风格，可惜导演手法和剧本都显得很捉襟见肘，很陈旧，情感线稀碎。两位主演老师没有想象中的出色，河南味的台词很别扭。但是你可以永远相信艾丽娅！,2,巴乌,2024-09-23 23:52:04,6,北京,出走的决心
我好喜欢咏梅！106分钟的电影，有接近90分钟都很窒息，交错年代，发生在三代人身上的相互映照的命运轨迹，逆来顺受的姥姥，会反抗但走不出那一步的妈妈，从小就觉醒了意识但是不自觉走了老路的女儿，还有漂亮时髦的女同事最后也是沦为带孙子的老奶奶，一代代的。 幸好电影内外都给了人生另一种选择。 夏日的玫瑰为自己盛开了。,5,苏门SOO,2024-09-19 21:23:31,42,江苏,出走的决心
我觉得蛮好的，我国的经济终于也发展到可以出现关注个人痛苦，尤其是关注妈妈的个人痛苦的作品的水平了，发展到了「出走」代表「自由和幸福」，而不是代表「必然的沦落」的水平。女儿最知道妈妈在经受什么样的痛苦和压榨，可是她如果不剥削妈妈，就只能剥削她自己，她选择了剥削妈妈。女婿和《82年的金智英》里的丈夫也相差不多，他愿意出钱，也愿意试着理解，但他终究无法理解。孙大勇见到李红的辣椒酱失败时露出的快乐表情，完全和《恶女的告白》里丈夫得知妻子的小说最终没有获奖时的描写一模一样。咱们东亚三国，真是谁也别笑谁。,5,阿柴,2024-11-25 13:35:20,17,河北,出走的决心
和朋友今晚去看的，本来抱着不高不低的期待，不过太太太扁平了，而且不完全戳破讽刺的泡影，说着演着早就看腻的喊烂的反抗。但是不否认讽刺意义吧，多上映点也挺好的。,3,走仙人,2024-09-15 23:12:50,14,福建,出走的决心
不婚不育保平安，云游四海任我行🙏🏻,3,颜落寒,2024-11-20 23:05:02,6,上海,出走的决心
不是把你爸演出来了就是好电影。顶多算个好议题。,2,命长的唐姿礼,2024-12-07 01:24:38,7,湖北,出走的决心
"虽然说跟真实故事比,避重就轻,美化了很多故事,但是希望以后多一点这种电影,这种观念的表达!",4,格格木,2024-12-01 16:55:56,11,浙江,出走的决心
一眼就看到头的片子，因为这个头，正是中国六七十一整代女性觉醒的标准样板，之后2-3个代际，过之不及。导演真挚却不狠，差别没有拍出来，由个人经历所折射的时代苦难都太蜻蜓点水了，锐度不够，忙着用镜头和bgm制造气氛。真人真事改编至此，只是一个大荧幕版的抖音励志故事罢了。,3,feelflame,2024-09-15 22:00:52,9,云南,出走的决心
把苦情拍得这么严肃、压抑没问题，就是镜头晃得人眼晕，女主遇到的事情都很真实，每次委曲求全最后伤害的是自己，电影中爆发然后成全自己的始终是少数，数量就像看这电影的观众一样。,4,扁舟烟雨客,2024-09-21 23:38:05,12,广东,出走的决心
导演过于急迫讲述这个故事，少了些沉稳的平衡感，多了些白左的对立叙事，比起展现女性困境的白描，更像摇旗呐喊的标语。然瑕不掩瑜，在完整度和情绪拔高上都到位了。姜武和李红父亲的演技都很好。PS：为什么传统故事里，女性的冒险止于结婚？因为谁愿意看一个保姆的故事呢，哪怕她是一个幸福的保姆？老男人意味着权威，而老女人意味着保姆。,4,嘉声,2024-09-19 21:00:13,3,湖北,出走的决心
"1.家庭关系是一种权利关系，男性是权利的一种
2.母女之间的关系还挺微妙的。可以无条件支持你，也会在涉及自身利益的时候非让你看孩子不可。刚说不会结婚，画面一转就是婚礼上含情脉脉的双眼。这样的故事要重复多少遍？
3.山路，野路，总会有路
4.母亲才是真正的后场耗材吧，燃烧了一辈子成就一代代人
5.现在更多的是女婿式的男人，嘴里处处让着你，利益不会出让一点
6.哭的很爽，新型解压方式",5,一颗橙子,2024-09-16 08:06:40,65,山东,出走的决心
绝对是近期看过最好的女性主义电影了，毫不含糊，不和你上升任何理论上的东西，就这么直接血淋淋地给你呈现出一个女人是如何被父权裹挟，被夫权吞噬，被母亲的身份耽误的半生。我观影那场只有我和另外一个女孩，最后李红穿着红衣在车上唱歌的那段，我狂流泪的时候发现身旁的女孩也在默默擦着眼泪…….,5,寻找藤井树,2024-09-24 17:12:45,28,重庆,出走的决心
"《出走的决心》其实核心目标观众是男性，至少是思想上追求进步的男性朋友去看一看这部电影

女性创作者的视角就是要把习惯于男性话语主导的日常生活的诸多细节，换一个角度重新来看，重新感受

有一部分年轻人，无论男女可能没看这部电影，听说过原型人物苏敏阿姨的故事，可能会认为这个故事跟自己眼下的年轻生活跟很远，没啥代入感，所以很容易就把这部电影错过了——但这是对这个电影很容易产生的一个误会",5,关雅荻,2024-09-17 13:25:10,7,北京,出走的决心
有原型背景的加持，电影上映前就累积了非常好的路人缘，也让观影过程加上了很多人物滤镜，很难说不好看。电影叙事没有那么用力也没有那么煽情，但是我反而希望可以拍得用力煽情一点，我希望电影可以煽动每一个观影人的“出走的决心”。咏梅演得很好，希望她明年可以带着苏敏阿姨一起走上各个电影奖的舞台。电影强化了女儿的好，弱化了丈夫的不好，显得女主看起来好像是自己有点拧巴。但是，女主原型就是想反问一句：为什么面对生活的苦只有我一个人来拧巴？为什么这个拧巴要我一个人来承担消化？,4,六条叔叔🌈,2024-09-17 12:23:24,6,安徽,出走的决心
9.8点映。台风过境后的重创，需要这样一部片子来reboot. 配乐是典型的小成本却又精准把控人物性格的好案例，爱尔兰传统民谣The last rose of summer省掉了版权费，后鲨的名曲《心要野》是抓住年轻观影受众的关键。所以虽然一切的技法都有一种过于匠气的精准，但奈何这个真人真事本身的确优秀，所以公映的现实意义要大于影片本身。咏梅的台词功底是真的好，气定神闲的念白一直在以柔克刚，是人物丰满的关键所在,3,1806,2024-09-08 17:45:25,9,海南,出走的决心
为阿姨鼓掌。很喜欢电影的一点是，出走的时机并没有塑造得很“适合”，不是水到渠成，不是顺理成章，而是家里仍然有事情需要她在的，甚至有一个全世界的大难题在阻碍她离开。因为现实就是如此，很难有一个时间让你顺顺利利地进入新生活，但你必须狠心舍弃一些事，甚至辜负一些人，不能一直等下去。她终于穿上了心爱的红裙子，花瓶里插上了鲜花，见到了老同学，去到了很多地方。加油站员工说总有路的，阿姨说，加满。一百个理由都能留下你，出走只需要你给自己加油。加满，出发。,5,罗一得,2024-10-20 18:20:49,27,上海,出走的决心
"李红看向太阳的时候，我想到了《金福南杀人事件始末》，不过她这一刀，捅向了她自己。
散场的时候，电影院的阿姨和奶奶，都坐到了最后，离开的时候我们看着陌生的彼此说: 真好啊，真好。",5,邢早早,2024-09-17 21:57:08,10,上海,出走的决心
李红终于说出那句“我等不了了”太有震撼力了，女人一生都在逃离，逃离父母、逃离丈夫、逃离子女、逃离家庭琐事、逃离指点、逃离束缚、逃离软弱……,5,Youknowho,2024-11-21 00:29:13,20,北京,出走的决心
也许有些人一直生活在父权制的社会系统里，像这里面李红的妈妈，从不违抗她丈夫的决定，也从不觉得自己和弟弟被差别对待了有什么不对。但李红不一样，她的自我意识觉醒了，但现实与理想没有办法调和的时候，她很痛苦。也许一直沉睡的人，一辈子忍忍就过去了，不会有这么痛苦。或者勇敢的像她一样，不再囿于狭隘的厨房当中，努力去遇见自己人生的风景。ps：这部片子，看得让人心梗，带孩子看上去也太令人崩溃了吧。,4,雨欤,2024-09-28 22:34:00,9,湖南,出走的决心
3.5，比想象中更克制，开始是“65年出生的李红”，从李红的一生，延展到三代女性的困境。女儿一直是支持她的，最后相当于给了她最后一刀……很多可以更煽情的地方，其实做得挺克制的，但克制也不应该成为缺点。最感人的时刻是出现“根据真实改编”和苏敏阿姨的真实视频。,3,kakakarl,2024-09-16 00:10:36,3,浙江,出走的决心
这个世界在吃女人，而女人永远在路上。,5,纽扣,2024-11-22 07:42:56,17,重庆,出走的决心
导演特别温柔，不论是母亲还是女儿，在她们不是妻子而是一个独立的女性出现时都是柔焦+平行光，为人物打上一层弧光。鲜花不时的出现，《夏日最后的玫瑰》隐约地出现在橘子汽水的甜蜜中，和在钢琴伴奏以及西南开阔的金山都是一个女性没有放弃自我的赞歌。全片的高光时刻不是刻画一个妻子受到丈夫的压迫而是一个三代女性遭受的家庭的盘剥，可以是父母、丈夫、是子女，而对前两者的刻画已然是司空见惯，但最后两次女儿对与母亲的索取可以说是一记重拳。家作为社会的最小的集体单位，婚姻制度作为维系此单位的制度，对个体的索取和利他就会同时出现，防盗窗似的家庭牢笼锁住女人的同时，最后也会困住失落的大勇，哪怕他是一个长期的既得利益者。即使是完美的女婿在此刻出现，也无法抚平女儿内心中对于母亲遭遇的应激，而现实中只会有更糟糕的父亲丈夫和婆婆,4,仿真男孩哪吒,2024-09-26 16:09:17,14,上海,出走的决心
体系性的、无处不在的压迫。可以看出影片不想停留在对具体一个“爹”的批判，如安排工作一段，暗示孙大勇的窝里横是环境引发的“踢猫效应”，又如年轻一代面临的职场性别歧视与大数据的潜移默化，但都只是点到为止，没能更进一步。情绪仍然太过外放，话挑得太明也就显得失真。“娜拉走后当网红”真是过于美好了，好像只要走了就真能有无限可能。事实上李红在招待亲戚后的那次回娘家才是这类“出走”更加常见的结局。,4,鲸鱼马戏团,2024-09-23 08:43:24,9,河北,出走的决心
因为有点映，二刷感触更深，会留意到更多导演铺设的小细节，李红身上的韧性令人敬佩，他逆来顺受妥协父亲、丈夫、女儿的时候，内心的那团火也从未熄灭，她没有选择花丈夫的钱安心做个家庭妇女，而是一直在找事情做。她热爱生活有情趣，会买花来点缀家，可怜没有正式工作只能打零工，只要能靠自己赚钱，扫大街也愿意，选择学车就一定把驾照考下来，看到做的辣子酱有人喜欢吃就动脑子卖，这个过程里丈夫从来不帮她鼓励她，还说她的风凉话。男人赚钱养家，女人安分守己的观念下，这样的剧情简直就在你我身边上演，太熟悉了。看到李红上路开始感动，拨云见日，心情也跟着她明亮了，她的精神状态愈发年轻，尤其看到终于和多年未见的同学们相聚，那一刻我整个人泣不成声，她只属于她自己，这才是她的人生啊！,4,Lily Chou-Chou,2024-09-15 00:02:39,38,天津,出走的决心
去看吧，全憋在胸口，哭都哭不出来,5,毛冷瞪,2024-09-18 23:31:09,19,北京,出走的决心
"咏梅，姜武演技真的细腻动人。这种电影真的应该全国普及，太典了。
被吸血一辈子的中国女性，从原生家庭到自己的人家，甚至被爱自己的女儿不自觉的困住。如何爱自己拥有自我真的是女性永恒的课题。
好多细节会感觉血压飙升，很难不自我代入，尤其是咏梅最后一次爆发要走，而自己的女儿的挽留，真的让人看的愧疚又伤心，我是不是也曾不自觉的困住过自己的妈妈呢。
其实她想要的不多，就是为自己过几天，而不是弟弟家庭老公孩子等等。
几次眼睛都湿润了，希望所有女性都能更勇敢！",5,茶根,2024-11-22 12:25:43,7,江苏,出走的决心
鼓励借贷自驾游这种事，旅游公司真干得出来，也许是一个巧合，同城旅行公司确实参与了这部电影的制作，看似自由的选择，很有可能只是一种品牌文化宣传，利用女性的困境，这一招看似老套，但相当管用，那么企业的力量会真心帮助女性走出困境吗？,1,都市丽人舒绣文,2024-09-17 20:41:11,20,北京,出走的决心
前90分钟仿佛都是在为了最后一分钟铺垫，一切的痛苦、一切的压迫都是熟悉的日常。女人一边问这一切是为什么，一边自我欺骗一切值得，直到度过一生。姜武和本煜的角色展现了两个不同世代的结构性压迫，但本质都是一样的，他们也在问“为什么”，为什么不能让我舒舒服服地搞父权制？,5,车了个干,2024-09-27 19:59:53,1,陕西,出走的决心
再烂的电影，再烂的脱口秀，只要迎合某类群体的情绪宣泄就能得高分,1,则言不顺,2024-10-12 15:53:15,31,浙江,出走的决心
笑死，明明是真实事件改编还弱化矛盾了，男的评论说太刻板印象太负面。对冲一下一星,5,宋城北,2024-09-16 20:47:59,8,浙江,出走的决心
女性要读书要获取知识要走出去要交朋友要爱自己要独立要财务自由要认清婚姻的真相，走出去真好！电影比我想象的还好，并不是在控诉，它甚至把老公这个角色塑造得多了一份喜感，当姜武老师落寞坐在那里的时候我就在想他是如何成为了一个麻木计较挑剔没有爱自私的人呢，女性的困境其实不单单是女性，是人的困境，年轻女性的自由也不能建立在另一个女性的牺牲上，所以还是家庭成员之间的职能分配以及社会对育儿环境的支持，不然谁愿意生孩子呀！,4,玉茗,2024-09-18 16:03:54,6,北京,出走的决心
这电影看得我血压蹭蹭地升，李红的丈夫跟我爸简直是一个模子里刻出来的，一刻不指使人就浑身不痛快。我在李红的过去看到自己，在李红的现在看到妈妈。妈妈和女儿是二位一体的，女儿是妈妈的过去，妈妈是女儿的未来。从父母家走出，走进丈夫的家，并不是种解脱。走到哪里是自由呢？想去哪就去哪，有前途，有后路，这才叫真自由。一个男人，可以在社会上立足，怎么女人就不可以？归根结底是社会不想让女人立足，女人要是能立足了，男人还拿什么摆布女人。李红的女婿看起来算是体贴老婆了吧？但是他也不能理解女性日常生活中的困境。李红的女儿看起来算是心疼她妈了吧？一到涉及自己利益的事就拿道德绑架她妈。做女人，不要盲目追求独立、讲理。忍一忍一辈子也过不去，忍一忍只有不痛不痒的感恩，忍一忍只有变本加厉的剥削。山路、野路，自己的路最好的路。,4,阿梦,2024-09-18 17:49:00,11,湖北,出走的决心
看的时候，前半部分一直在掉眼泪。我们有时候被规训的自己都不自知，潜意识里认为自己应该多承担一些家务，在男性身后为他们收拾他们不随手放回原位的东西。婚姻带给女性的是什么呢？ 有妻职，后有母职。永远被困在这些身份里。父亲的角色固然可恶，但是张本煜那个角色更让人拿他没办法。因为他就是那种外表看起来似乎滴水不露的丈夫。,5,南笙,2024-09-28 18:54:11,10,福建,出走的决心
五颗星献给导演和咏梅,5,ditto,2024-09-16 18:13:38,1,上海,出走的决心
不要再问“娜拉走后怎样”——一百五十年过去了，这个问题依然横亘在不公平的性别系统里，在全世界女性头顶悬置着。就算一直在路上的苏敏，似乎也没有找到答案。面对女性的结构性困境，我们应该允许没有完美的解法，就像接受疫情封路时没有完美的公路可以通行一样。走出去，离开这个桎梏，这个行动本身已是胜利。哪怕走野路，走小路，走山路，便不再被逼仄的藩篱所困囿，整个世界也便向你敞开。出发的意义也在于此——鲁迅不也说，世上本没有路，走的人多了也便成了路吗。对于女性生命如何舒展，李红也好、苏敏也罢，她们提供的是一种启示、一种鼓舞、一种路径、一种想象力，而不是终极答案。终极答案不是也不应是全体女性退让迁就、觉醒或出走的二元论，而是所有人都能在平等的位置上各得其所其所，是整个社会性别观念和实践的实质性进步。,5,Esse,2024-09-23 00:34:05,5,山东,出走的决心
文本很见功力，结尾两通电话透出三处信息量，同时也是主创自身的性别革命主张：冥顽不化的丈夫（老一辈男性）干脆战略放弃，进步些许的女婿（新一代男性）尚有统战可能，而女儿不用过多争取，因为女性始终能共情女性，无关阅历年龄处境。同时也给片子定了调子——确实更多是在性别层面的讨论，与社会结构关系不大。但女主觉醒时，扬的可是乒乓球，怎么说也算半个国粹，不排除还能再有些解读空间。张本煜和吴倩分别决定了表达的宽度和高度，除了没有电影感，比市面上多数同题材作品都好，无论海内外。,4,眼睛瞪得像铜铃,2024-09-20 23:48:35,14,山东,出走的决心
我妈的一生，现在她仍困在我爸的阴影里/“妈这辈子就这样了，但是我的女儿一定得比我过得好”/不知道我妈在路过高档衣服的窗边时，是否也会驻足观望,5,破酥包,2024-11-30 20:05:19,13,北京,出走的决心
一百年前鲁迅追问“娜拉走后怎样”，今天却要倒回到“娜拉出走”的原因，主要不是启蒙没有完成，而是因为作为男性叙事者的鲁迅已经完成了“出走”的仪式，而一百年后大部分的女性还困在“为什么要出走”的困境之中，而这个为什么，正来自于女性日常无孔不入的压抑窒闷的细节。电影英文名like a rolling stone来自鲍勃迪伦的名曲，而讽刺的是这首歌是迪伦讽刺所谓“虚荣”女性的——何尝不是另一种讽刺呢。,4,吕六一,2024-09-16 18:45:01,8,广东,出走的决心
和姥姥的外孙何其相似的hyper或over现实主义，围绕着做出决断的动机，每个情节都成立，但这个人物和整部电影不成立。似乎说是：因为如此如此，忍不下去了；参看让娜迪尔曼的妙处，似乎没有什么需要忍受，才必有事情发生。如果家庭主妇不是人形机器，那么出走同样不由任何程序设置，电影更不是案件聚焦。,2,路米內,2024-11-21 21:04:16,2,上海,出走的决心
“一脚油门，天地任我行”,4,影志,2024-12-18 16:43:18,2,北京,出走的决心
大量篇幅都讲出走前是正确的，因为难的从来都不是“出走”或离婚，而是“决心”，这一步直接就卡死了千千万万的人。就如同母亲出走时，女儿想冲出门追赶，却被孩子的一句“妈妈”拴住。对大多数的人来说，任性确实是一种奢望，我们内心恐惧的力量太强大，担心道路被封死，久而久之习惯了牢笼内的黑白生活。但只要有勇气，无论山路野路，前方总会有路，自由永远不是等来的，必然要靠自己闯出来。,4,宇星天河,2024-09-17 16:22:47,16,北京,出走的决心
按着爸爸陪我和妈妈一起看，我俩一直吐槽，爸爸全程闭麦hhhh,5,顏生,2024-12-24 16:45:47,5,陕西,出走的决心
女人呐，要勇敢跟这种处境告别，什么时候都不晚。抨击这群自私伪善的男人最好的办法就是让他们过孤魂野鬼的生活。,5,小红唇亦凡,2024-09-17 20:01:31,1,北京,出走的决心
出走的决心到底是什么？是原生家庭重男轻女的观念，是父亲不可置否的一言堂，是婚后无尽又不讨好的免费劳力，是根深蒂固“你应该”的精神控制。这些都懂，电影也一直在强化。但，却一点也喜欢不起来，虽然影片讲的现象在中国亿万家庭中依然普遍存在。我理解并绝对支持男女平权，每个人都有追求自己向往生活的权利。可是，为了让一方出走，就把其他家庭成员都设置成“坏人”，靠脸谱化叙事，或者，只挑别人“霸权，PUA”的时刻叙事，可是说是符合情理，但不符合常理。这难免显得失真，所有的情节，铺垫，都是为了给咏梅出走一个“不得不”的绝对支撑，甚至简单的把电影划分成了“在家就闷，出去就顺”两部分，但出去自驾过的人都知道，在路上其实也是一件辛苦且费神的事。非黑即白，恐怕不是一部好电影应有的方向。另外，金晨昱拍过繁花后，拍啥都繁花。,3,平坦,2024-11-22 23:55:50,1,北京,出走的决心
